"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)"
"14:27:51:027","2518634399799432","  30.213","  99.000"," 2900","  20.345"," 641.777"," 178.271","  18.214"," 575.417"," 159.838","104","0","   0.695","  23.075","   6.410","  28.000","  850"
"14:27:51:129","2518634676495093","  30.316","  99.000"," 2900","  20.225"," 643.850"," 178.847","  18.115"," 577.273"," 160.354","105","0","   0.666","  23.143","   6.429","  28.000","  850"
"14:27:51:229","2518634946484392","  30.416","  99.000"," 2900","  20.313"," 645.881"," 179.411","  18.184"," 579.092"," 160.859","104","0","   0.683","  23.211","   6.448","  28.000","  850"
"14:27:51:326","2518635207159777","  30.512","  99.000"," 2900","  20.352"," 647.846"," 179.957","  18.227"," 580.852"," 161.348","104","0","   0.669","  23.276","   6.466","  28.000","  850"
"14:27:51:429","2518635485508363","  30.616","  99.000"," 2900","  20.238"," 649.933"," 180.537","  18.121"," 582.720"," 161.867","104","0","   0.665","  23.344","   6.485","  28.000","  850"
"14:27:51:527","2518635750232347","  30.714","  99.000"," 2900","  20.336"," 651.927"," 181.091","  18.220"," 584.506"," 162.363","105","0","   0.669","  23.410","   6.503","  28.000","  850"
"14:27:51:629","2518636025801985","  30.816","  99.000"," 2900","  20.427"," 654.012"," 181.670","  18.300"," 586.374"," 162.882","105","0","   0.691","  23.480","   6.522","  28.000","  850"
"14:27:51:725","2518636284577701","  30.912","  95.000"," 3000","  21.425"," 656.065"," 182.240","  18.933"," 588.189"," 163.386","104","0","   1.109","  23.587","   6.552","  28.000","  850"
"14:27:51:827","2518636561263120","  31.014","  99.000"," 2900","  20.335"," 658.149"," 182.819","  18.196"," 590.054"," 163.904","105","0","   0.814","  23.670","   6.575","  28.000","  850"
"14:27:51:928","2518636831799658","  31.114","  99.000"," 2900","  20.106"," 660.164"," 183.379","  17.980"," 591.855"," 164.404","104","0","   0.707","  23.741","   6.595","  28.000","  850"
"14:27:52:029","2518637106053250","  31.216","  99.000"," 2900","  20.388"," 662.235"," 183.954","  18.258"," 593.710"," 164.919","105","0","   0.698","  23.812","   6.614","  28.000","  850"
"14:27:52:126","2518637366966238","  31.312","  99.000"," 2900","  20.063"," 664.174"," 184.493","  17.960"," 595.446"," 165.402","104","0","   0.661","  23.876","   6.632","  28.000","  850"
"14:27:52:224","2518637633139924","  31.411","  99.000"," 2800","  20.394"," 666.185"," 185.051","  18.269"," 597.247"," 165.902","105","0","   0.675","  23.942","   6.651","  28.000","  850"
"14:27:52:327","2518637910256365","  31.514","  99.000"," 3000","  20.352"," 668.274"," 185.632","  18.233"," 599.118"," 166.422","104","0","   0.669","  24.011","   6.670","  28.000","  850"
"14:27:52:429","2518638186499428","  31.616","  99.000"," 2900","  20.145"," 670.335"," 186.204","  18.036"," 600.964"," 166.934","104","0","   0.673","  24.080","   6.689","  28.000","  850"
"14:27:52:526","2518638447841230","  31.713","  99.000"," 2900","  20.238"," 672.294"," 186.748","  18.119"," 602.718"," 167.422","104","0","   0.683","  24.146","   6.707","  28.000","  850"
"14:27:52:625","2518638715218165","  31.812","  99.000"," 2900","  20.281"," 674.302"," 187.306","  18.172"," 604.517"," 167.921","105","0","   0.666","  24.212","   6.726","  28.000","  850"
"14:27:52:726","2518638987616497","  31.913","  96.000"," 2900","  21.366"," 676.458"," 187.905","  18.926"," 606.427"," 168.452","105","0","   1.066","  24.320","   6.755","  28.000","  850"
"14:27:52:829","2518639265969166","  32.016","  99.000"," 2800","  20.235"," 678.544"," 188.485","  18.099"," 608.293"," 168.970","105","0","   0.816","  24.404","   6.779","  28.000","  850"
"14:27:52:926","2518639526410773","  32.112","  99.000"," 2900","  19.921"," 680.466"," 189.018","  17.806"," 610.010"," 169.447","104","0","   0.674","  24.469","   6.797","  28.000","  850"
"14:27:53:029","2518639806468234","  32.216","  99.000"," 3000","  20.400"," 682.582"," 189.606","  18.276"," 611.906"," 169.974","105","0","   0.695","  24.541","   6.817","  28.000","  850"
"14:27:53:129","2518640076466377","  32.316","  99.000"," 2900","  20.023"," 684.585"," 190.162","  17.911"," 613.697"," 170.472","104","0","   0.657","  24.607","   6.835","  28.000","  850"
"14:27:53:230","2518640346537383","  32.416","  99.000"," 2200","  15.175"," 686.103"," 190.584","  13.118"," 615.010"," 170.836"," 96","0","   0.608","  24.667","   6.852","  28.000","  850"
"14:27:53:327","2518640609740179","  32.514","  98.000"," 3100","  18.006"," 687.858"," 191.072","  15.940"," 616.564"," 171.268","104","0","   0.618","  24.728","   6.869","  28.000","  850"
"14:27:53:426","2518640878248204","  32.613","  99.000"," 2900","  21.548"," 690.001"," 191.667","  19.440"," 618.497"," 171.805","105","0","   0.659","  24.793","   6.887","  28.000","  850"
"14:27:53:528","2518641151084566","  32.714","  99.000"," 3000","  20.395"," 692.062"," 192.239","  18.282"," 620.345"," 172.318","104","0","   0.658","  24.860","   6.905","  28.000","  850"
"14:27:53:625","2518641415212528","  32.812","  99.000"," 2900","  20.453"," 694.063"," 192.795","  18.335"," 622.138"," 172.816","104","0","   0.658","  24.924","   6.923","  28.000","  850"
"14:27:53:728","2518641691844241","  32.914","  96.000"," 3100","  21.359"," 696.252"," 193.403","  18.900"," 624.075"," 173.354","105","0","   1.104","  25.037","   6.955","  28.000","  850"
"14:27:53:827","2518641960388209","  33.014","  99.000"," 3000","  20.646"," 698.305"," 193.974","  18.500"," 625.915"," 173.865","105","0","   0.789","  25.116","   6.977","  28.000","  850"
"14:27:53:928","2518642232186937","  33.115","  99.000"," 2900","  20.134"," 700.332"," 194.537","  18.024"," 627.730"," 174.369","104","0","   0.677","  25.184","   6.995","  28.000","  850"
"14:27:54:025","2518642495526373","  33.212","  99.000"," 3000","  20.167"," 702.299"," 195.083","  18.037"," 629.489"," 174.858","105","0","   0.700","  25.252","   7.014","  28.000","  850"
"14:27:54:125","2518642765447194","  33.312","  99.000"," 3100","  20.188"," 704.318"," 195.644","  18.075"," 631.296"," 175.360","104","0","   0.662","  25.318","   7.033","  28.000","  850"
"14:27:54:227","2518643040524451","  33.414","  99.000"," 3100","  20.274"," 706.383"," 196.218","  18.156"," 633.146"," 175.874","104","0","   0.667","  25.386","   7.052","  28.000","  850"
"14:27:54:328","2518643310981546","  33.514","  99.000"," 3000","  20.161"," 708.403"," 196.779","  18.052"," 634.954"," 176.376","104","0","   0.665","  25.453","   7.070","  28.000","  850"
"14:27:54:430","2518643586479250","  33.616","  99.000"," 3000","  20.196"," 710.464"," 197.351","  18.083"," 636.799"," 176.889","104","0","   0.661","  25.520","   7.089","  28.000","  850"
"14:27:54:525","2518643844754773","  33.712","  99.000"," 2800","  20.459"," 712.421"," 197.895","  18.334"," 638.553"," 177.376","105","0","   0.674","  25.585","   7.107","  28.000","  850"
"14:27:54:627","2518644120572451","  33.814","  99.000"," 3000","  20.217"," 714.486"," 198.468","  18.094"," 640.402"," 177.889","104","0","   0.698","  25.656","   7.127","  28.000","  850"
"14:27:54:725","2518644383192097","  33.911","  95.000"," 2900","  21.449"," 716.573"," 199.048","  19.015"," 642.251"," 178.403","105","0","   1.079","  25.761","   7.156","  28.000","  850"
"14:27:54:826","2518644656676954","  34.013","  99.000"," 3000","  20.337"," 718.633"," 199.620","  18.205"," 644.096"," 178.915","105","0","   0.789","  25.841","   7.178","  28.000","  850"
"14:27:54:925","2518644924605928","  34.112","  99.000"," 2900","  20.372"," 720.654"," 200.182","  18.222"," 645.904"," 179.418","105","0","   0.696","  25.910","   7.197","  28.000","  850"
"14:27:55:028","2518645201697070","  34.214","  99.000"," 3000","  19.907"," 722.697"," 200.749","  17.799"," 647.731"," 179.925","104","0","   0.690","  25.981","   7.217","  28.000","  850"
"14:27:55:127","2518645470028146","  34.314","  99.000"," 2900","  20.448"," 724.730"," 201.314","  18.321"," 649.552"," 180.431","104","0","   0.672","  26.048","   7.235","  28.000","  850"
"14:27:55:227","2518645740419559","  34.414","  99.000"," 3000","  20.262"," 726.759"," 201.877","  18.138"," 651.368"," 180.936","104","0","   0.684","  26.116","   7.254","  28.000","  850"
"14:27:55:326","2518646006398419","  34.512","  99.000"," 3000","  20.181"," 728.747"," 202.430","  18.068"," 653.148"," 181.430","105","0","   0.664","  26.181","   7.273","  28.000","  850"
"14:27:55:427","2518646280487926","  34.614","  99.000"," 3000","  20.109"," 730.789"," 202.997","  17.986"," 654.974"," 181.937","104","0","   0.666","  26.249","   7.291","  28.000","  850"
"14:27:55:526","2518646546077320","  34.712","  99.000"," 2900","  20.274"," 732.783"," 203.551","  18.167"," 656.761"," 182.434","105","0","   0.659","  26.314","   7.309","  28.000","  850"
"14:27:55:625","2518646813888985","  34.812","  99.000"," 3100","  19.987"," 734.766"," 204.102","  17.872"," 658.534"," 182.926","105","0","   0.665","  26.380","   7.328","  28.000","  850"
"14:27:55:726","2518647086645136","  34.913","  95.000"," 2800","  21.398"," 736.927"," 204.702","  18.960"," 660.450"," 183.458","105","0","   1.073","  26.488","   7.358","  28.000","  850"
"14:27:55:827","2518647359419551","  35.014","  99.000"," 3000","  20.145"," 738.963"," 205.267","  17.999"," 662.268"," 183.963","104","0","   0.803","  26.569","   7.380","  28.000","  850"
"14:27:55:927","2518647630537930","  35.114","  96.000"," 2800","  20.514"," 741.023"," 205.840","  18.368"," 664.113"," 184.476","105","0","   0.703","  26.640","   7.400","  28.000","  850"
"14:27:56:028","2518647903260415","  35.215","  99.000"," 2800","  20.134"," 743.057"," 206.405","  18.002"," 665.931"," 184.981","104","0","   0.714","  26.712","   7.420","  28.000","  850"
"14:27:56:129","2518648175984865","  35.316","  96.000"," 2900","  20.386"," 745.116"," 206.977","  18.255"," 667.775"," 185.493","105","0","   0.687","  26.781","   7.439","  28.000","  850"
"14:27:56:228","2518648440846894","  35.414","  99.000"," 2900","  20.024"," 747.080"," 207.522","  17.914"," 669.532"," 185.981","104","0","   0.672","  26.847","   7.458","  28.000","  850"
"14:27:56:330","2518648716466479","  35.516","  99.000"," 2900","  20.280"," 749.151"," 208.097","  18.166"," 671.387"," 186.496","105","0","   0.669","  26.916","   7.477","  28.000","  850"
"14:27:56:430","2518648986458559","  35.616","  99.000"," 3000","  20.043"," 751.155"," 208.654","  17.920"," 673.179"," 186.994","104","0","   0.659","  26.982","   7.495","  28.000","  850"
"14:27:56:529","2518649253512700","  35.715","  99.000"," 2900","  20.216"," 753.155"," 209.210","  18.099"," 674.969"," 187.491","104","0","   0.663","  27.047","   7.513","  28.000","  850"
"14:27:56:626","2518649515228587","  35.812","  99.000"," 3100","  20.205"," 755.113"," 209.754","  18.099"," 676.724"," 187.979","105","0","   0.664","  27.112","   7.531","  28.000","  850"
"14:27:56:730","2518649796536202","  35.916","  69.000"," 3100","  19.791"," 757.176"," 210.327","  17.257"," 678.522"," 188.478","101","0","   1.065","  27.223","   7.562","  28.000","  850"
"14:27:56:826","2518650055646943","  36.012","  84.000"," 3000","  20.240"," 759.118"," 210.866","  18.051"," 680.254"," 188.960","105","0","   0.818","  27.301","   7.584","  28.000","  850"
"14:27:56:930","2518650336529620","  36.116","  98.000"," 2800","  20.180"," 761.217"," 211.449","  18.057"," 682.133"," 189.481","104","0","   0.679","  27.372","   7.603","  28.000","  850"
"14:27:57:026","2518650597065154","  36.213","  99.000"," 3000","  20.242"," 763.171"," 211.992","  18.115"," 683.881"," 189.967","104","0","   0.697","  27.439","   7.622","  28.000","  850"
"14:27:57:126","2518650867091356","  36.313","  99.000"," 2900","  20.229"," 765.194"," 212.554","  18.120"," 685.693"," 190.470","105","0","   0.663","  27.505","   7.640","  28.000","  850"
"14:27:57:230","2518651146479967","  36.416","  99.000"," 2900","  19.974"," 767.261"," 213.128","  17.877"," 687.543"," 190.984","104","0","   0.661","  27.574","   7.659","  28.000","  850"
"14:27:57:326","2518651405610202","  36.512","  97.000"," 2900","  20.112"," 769.191"," 213.664","  17.991"," 689.270"," 191.464","104","0","   0.670","  27.638","   7.677","  28.000","  850"
"14:27:57:430","2518651686490629","  36.616","  99.000"," 3000","  20.223"," 771.295"," 214.249","  18.104"," 691.153"," 191.987","104","0","   0.671","  27.708","   7.697","  28.000","  850"
"14:27:57:530","2518651956510486","  36.716","  99.000"," 2800","  20.467"," 773.342"," 214.817","  18.347"," 692.988"," 192.497","105","0","   0.673","  27.775","   7.715","  28.000","  850"
"14:27:57:626","2518652215258704","  36.812","  99.000"," 2800","  20.334"," 775.291"," 215.359","  18.208"," 694.733"," 192.981","104","0","   0.682","  27.841","   7.733","  28.000","  850"
"14:27:57:728","2518652492092356","  36.915","  95.000"," 3100","  20.952"," 777.439"," 215.955","  18.524"," 696.633"," 193.509","105","0","   1.048","  27.948","   7.763","  28.000","  850"
"14:27:57:826","2518652757503172","  37.013","  99.000"," 2800","  20.370"," 779.442"," 216.512","  18.211"," 698.423"," 194.006","105","0","   0.826","  28.029","   7.786","  28.000","  850"
"14:27:57:925","2518653024853353","  37.112","  99.000"," 2900","  20.021"," 781.424"," 217.062","  17.894"," 700.195"," 194.499","104","0","   0.732","  28.102","   7.806","  28.000","  850"
"14:27:58:026","2518653296420055","  37.213","  99.000"," 2900","  20.132"," 783.450"," 217.625","  18.007"," 702.006"," 195.002","105","0","   0.817","  28.184","   7.829","  28.000","  850"
"14:27:58:128","2518653572177709","  37.315","  95.000"," 2900","  20.610"," 785.555"," 218.210","  17.902"," 703.835"," 195.510","104","0","   1.201","  28.306","   7.863","  28.000","  850"
"14:27:58:227","2518653838089300","  37.413","  99.000"," 2900","  21.043"," 787.627"," 218.785","  18.372"," 705.644"," 196.012","104","0","   0.891","  28.394","   7.887","  28.000","  850"
"14:27:58:325","2518654103605329","  37.512","  99.000"," 3000","  20.054"," 789.599"," 219.333","  17.898"," 707.404"," 196.501","104","0","   0.861","  28.479","   7.911","  28.000","  850"
"14:27:58:426","2518654375512837","  37.612","  99.000"," 3100","  20.191"," 791.633"," 219.898","  18.044"," 709.222"," 197.006","104","0","   0.748","  28.554","   7.932","  28.000","  850"
"14:27:58:528","2518654652086950","  37.715","  99.000"," 2800","  20.172"," 793.699"," 220.472","  18.051"," 711.071"," 197.520","105","0","   0.689","  28.625","   7.951","  28.000","  850"
"14:27:58:628","2518654920487323","  37.814","  99.000"," 3000","  20.190"," 795.706"," 221.030","  18.055"," 712.866"," 198.018","104","0","   0.685","  28.693","   7.970","  28.000","  850"
"14:27:58:728","2518655191961055","  37.915","  99.000"," 3000","  21.588"," 797.877"," 221.633","  19.134"," 714.790"," 198.553","105","0","   1.122","  28.806","   8.002","  28.000","  850"
"14:27:58:827","2518655460107625","  38.014","  99.000"," 2900","  20.264"," 799.890"," 222.192","  18.126"," 716.590"," 199.053","104","0","   0.726","  28.878","   8.022","  28.000","  850"
"14:27:58:928","2518655731437885","  38.115","  98.000"," 2800","  20.039"," 801.904"," 222.751","  17.910"," 718.390"," 199.553","103","0","   0.696","  28.948","   8.041","  28.000","  850"
"14:27:59:027","2518655997902571","  38.213","  99.000"," 3000","  21.048"," 803.981"," 223.328","  18.865"," 720.252"," 200.070","105","0","   1.026","  29.049","   8.069","  28.000","  850"
"14:27:59:126","2518656264837664","  38.312","  99.000"," 2700","  20.559"," 806.014"," 223.893","  17.890"," 722.020"," 200.561","104","0","   1.030","  29.151","   8.097","  28.000","  850"
"14:27:59:226","2518656535734849","  38.412","  99.000"," 2900","  20.411"," 808.062"," 224.462","  17.969"," 723.823"," 201.062","104","0","   1.001","  29.251","   8.125","  28.000","  850"
"14:27:59:328","2518656812568306","  38.515","  99.000"," 2800","  20.503"," 810.164"," 225.046","  18.289"," 725.699"," 201.583","105","0","   0.910","  29.345","   8.151","  28.000","  850"
"14:27:59:427","2518657078223568","  38.613","  99.000"," 2900","  20.054"," 812.137"," 225.594","  17.909"," 727.461"," 202.072","104","0","   0.840","  29.427","   8.174","  28.000","  850"
"14:27:59:530","2518657356360381","  38.716","  99.000"," 3000","  20.500"," 814.249"," 226.180","  18.105"," 729.326"," 202.591","105","0","   0.689","  29.498","   8.194","  28.000","  850"
"14:27:59:626","2518657615220508","  38.812","  99.000"," 3000","  19.903"," 816.157"," 226.710","  17.779"," 731.031"," 203.064","104","0","   0.679","  29.563","   8.212","  28.000","  850"
"14:27:59:728","2518657891150458","  38.914","  99.000"," 3000","  21.541"," 818.359"," 227.322","  19.095"," 732.982"," 203.606","105","0","   1.107","  29.676","   8.243","  28.000","  850"
"14:27:59:830","2518658166497037","  39.016","  99.000"," 2800","  20.010"," 820.400"," 227.889","  17.871"," 734.805"," 204.112","105","0","   0.718","  29.750","   8.264","  28.000","  850"
"14:27:59:930","2518658436461796","  39.116","  99.000"," 2900","  20.152"," 822.415"," 228.449","  18.013"," 736.606"," 204.613","104","0","   0.747","  29.824","   8.285","  28.000","  850"
"14:28:00:026","2518658695308408","  39.212","  99.000"," 2800","  20.460"," 824.376"," 228.993","  17.997"," 738.332"," 205.092","105","0","   0.705","  29.892","   8.303","  28.000","  700"
"14:28:00:128","2518658971164216","  39.314","  99.000"," 2900","  19.917"," 826.411"," 229.559","  17.779"," 740.148"," 205.597","104","0","   0.781","  29.972","   8.325","  28.000","  700"
"14:28:00:230","2518659246464799","  39.416","  99.000"," 2800","  20.177"," 828.469"," 230.130","  18.050"," 741.989"," 206.108","105","0","   0.670","  30.040","   8.344","  28.000","  700"
"14:28:00:330","2518659516472680","  39.516","  99.000"," 3000","  19.824"," 830.451"," 230.681","  17.695"," 743.758"," 206.600","104","0","   0.699","  30.110","   8.364","  28.000","  700"
"14:28:00:428","2518659780933225","  39.614","  99.000"," 2900","  20.388"," 832.448"," 231.236","  18.264"," 745.547"," 207.096","105","0","   0.667","  30.175","   8.382","  28.000","  700"
"14:28:00:528","2518660052399616","  39.715","  99.000"," 2900","  20.072"," 834.467"," 231.796","  17.947"," 747.352"," 207.598","105","0","   0.661","  30.242","   8.400","  28.000","  700"
"14:28:00:626","2518660315226370","  39.812","  99.000"," 3000","  19.787"," 836.393"," 232.331","  17.680"," 749.073"," 208.076","104","0","   0.661","  30.306","   8.418","  28.000","  700"
"14:28:00:729","2518660593149130","  39.915","  99.000"," 3000","  21.303"," 838.586"," 232.940","  18.850"," 751.013"," 208.615","105","0","   1.095","  30.419","   8.450","  28.000","  850"
"14:28:00:828","2518660861606059","  40.015","  99.000"," 3000","  19.843"," 840.559"," 233.489","  17.731"," 752.776"," 209.105","105","0","   0.738","  30.492","   8.470","  28.000","  850"
"14:28:00:927","2518661127330297","  40.113","  99.000"," 2900","  20.298"," 842.557"," 234.043","  18.160"," 754.564"," 209.601","105","0","   0.696","  30.561","   8.489","  28.000","  850"
"14:28:01:029","2518661404536075","  40.216","  99.000"," 2800","  19.895"," 844.599"," 234.611","  17.778"," 756.389"," 210.108","104","0","   0.668","  30.629","   8.508","  28.000","  850"
"14:28:01:130","2518661676426054","  40.316","  99.000"," 3000","  20.051"," 846.619"," 235.172","  17.922"," 758.194"," 210.609","104","0","   0.701","  30.700","   8.528","  28.000","  850"
"14:28:01:225","2518661933148072","  40.412","  99.000"," 3000","  20.267"," 848.546"," 235.707","  18.149"," 759.920"," 211.089","105","0","   0.697","  30.766","   8.546","  28.000","  850"
"14:28:01:325","2518662203619951","  40.512","  99.000"," 3000","  20.017"," 850.551"," 236.264","  17.892"," 761.712"," 211.587","105","0","   0.697","  30.836","   8.566","  28.000","  850"
"14:28:01:429","2518662483662019","  40.615","  99.000"," 3100","  20.033"," 852.629"," 236.841","  17.911"," 763.570"," 212.103","104","0","   0.671","  30.905","   8.585","  28.000","  850"
"14:28:01:525","2518662744069915","  40.712","  99.000"," 3000","  19.843"," 854.543"," 237.373","  17.735"," 765.280"," 212.578","104","0","   0.673","  30.970","   8.603","  28.000","  850"
"14:28:01:626","2518663015223883","  40.812","  99.000"," 2800","  12.310"," 855.779"," 237.716","  10.277"," 766.313"," 212.865"," 97","0","   0.575","  31.028","   8.619","  28.000","  850"
"14:28:01:729","2518663292527791","  40.915","  95.000"," 3000","  22.823"," 858.123"," 238.368","  20.387"," 768.406"," 213.446","105","0","   1.139","  31.145","   8.651","  28.000","  850"
"14:28:01:829","2518663563053733","  41.015","  99.000"," 2800","  20.640"," 860.191"," 238.942","  18.496"," 770.260"," 213.961","104","0","   0.824","  31.228","   8.674","  28.000","  850"
"14:28:01:928","2518663830034083","  41.114","  99.000"," 3000","  20.300"," 862.199"," 239.500","  18.180"," 772.058"," 214.460","104","0","   0.676","  31.294","   8.693","  28.000","  850"
"14:28:02:025","2518664093282505","  41.212","  99.000"," 3000","  20.215"," 864.170"," 240.047","  18.102"," 773.823"," 214.951","105","0","   0.686","  31.361","   8.711","  28.000","  850"
"14:28:02:127","2518664369060556","  41.314","  99.000"," 3000","  20.107"," 866.224"," 240.618","  17.992"," 775.660"," 215.461","105","0","   0.678","  31.431","   8.731","  28.000","  850"
"14:28:02:228","2518664641252482","  41.415","  99.000"," 3000","  20.073"," 868.247"," 241.180","  17.944"," 777.469"," 215.964","104","0","   0.677","  31.499","   8.750","  28.000","  850"
"14:28:02:327","2518664908725438","  41.514","  99.000"," 2900","  20.231"," 870.252"," 241.737","  18.104"," 779.263"," 216.462","104","0","   0.694","  31.568","   8.769","  28.000","  850"
"14:28:02:430","2518665186383799","  41.617","  99.000"," 2800","  20.140"," 872.323"," 242.312","  18.009"," 781.115"," 216.976","104","0","   0.685","  31.638","   8.788","  28.000","  850"
"14:28:02:528","2518665452247756","  41.715","  99.000"," 2900","  20.140"," 874.306"," 242.863","  18.026"," 782.890"," 217.469","105","0","   0.677","  31.705","   8.807","  28.000","  850"
"14:28:02:626","2518665715230840","  41.812","  99.000"," 3000","  20.191"," 876.273"," 243.409","  18.048"," 784.648"," 217.958","105","0","   0.724","  31.775","   8.826","  28.000","  850"
"14:28:02:727","2518665988601550","  41.914","  95.000"," 2900","  21.333"," 878.433"," 244.009","  18.881"," 786.560"," 218.489","105","0","   1.123","  31.889","   8.858","  28.000","  850"
"14:28:02:828","2518666260549288","  42.014","  99.000"," 2900","  19.952"," 880.443"," 244.567","  17.802"," 788.353"," 218.987","104","0","   0.848","  31.974","   8.882","  28.000","  850"
"14:28:02:926","2518666524976587","  42.112","  99.000"," 3000","  20.178"," 882.419"," 245.116","  18.034"," 790.119"," 219.478","105","0","   0.751","  32.048","   8.902","  28.000","  850"
"14:28:03:025","2518666793686131","  42.212","  99.000"," 3000","  19.778"," 884.387"," 245.663","  17.652"," 791.876"," 219.966","104","0","   0.696","  32.117","   8.921","  28.000","  850"
"14:28:03:127","2518667067562377","  42.313","  99.000"," 2900","  20.257"," 886.442"," 246.234","  18.113"," 793.713"," 220.476","104","0","   0.699","  32.188","   8.941","  28.000","  850"
"14:28:03:229","2518667343331998","  42.415","  99.000"," 2900","  20.000"," 888.485"," 246.801","  17.882"," 795.540"," 220.983","104","0","   0.677","  32.257","   8.960","  28.000","  850"
"14:28:03:326","2518667606045397","  42.513","  95.000"," 3000","  20.318"," 890.462"," 247.351","  18.158"," 797.307"," 221.474","105","0","   0.835","  32.339","   8.983","  28.000","  850"
"14:28:03:426","2518667875731384","  42.613","  99.000"," 2900","  20.281"," 892.488"," 247.913","  18.123"," 799.117"," 221.977","105","0","   0.920","  32.430","   9.008","  28.000","  850"
"14:28:03:529","2518668154718439","  42.716","  99.000"," 3000","  20.050"," 894.560"," 248.489","  17.902"," 800.967"," 222.491","105","0","   0.900","  32.523","   9.034","  28.000","  850"
"14:28:03:625","2518668413665644","  42.812","  98.000"," 3000","  20.064"," 896.484"," 249.023","  17.925"," 802.686"," 222.968","104","0","   0.760","  32.596","   9.054","  28.000","  850"
"14:28:03:729","2518668693497364","  42.916","  99.000"," 2900","  21.279"," 898.690"," 249.636","  18.811"," 804.636"," 223.510","105","0","   1.153","  32.716","   9.088","  28.000","  850"
"14:28:03:830","2518668966485046","  43.017","  98.000"," 2900","  19.902"," 900.702"," 250.195","  17.760"," 806.432"," 224.009","104","0","   0.829","  32.799","   9.111","  28.000","  850"
"14:28:03:928","2518669231528410","  43.115","  99.000"," 2900","  20.065"," 902.672"," 250.742","  17.928"," 808.192"," 224.498","104","0","   0.789","  32.877","   9.132","  28.000","  850"
"14:28:04:026","2518669494851025","  43.212","  99.000"," 2800","  20.139"," 904.636"," 251.288","  18.005"," 809.948"," 224.985","105","0","   0.681","  32.943","   9.151","  28.000","  850"
"14:28:04:130","2518669776479712","  43.317","  99.000"," 2900","  20.004"," 906.722"," 251.867","  17.882"," 811.813"," 225.504","105","0","   0.685","  33.015","   9.171","  28.000","  850"
"14:28:04:229","2518670043820566","  43.416","  99.000"," 2900","  19.765"," 908.680"," 252.411","  17.637"," 813.559"," 225.989","104","0","   0.685","  33.083","   9.190","  28.000","  850"
"14:28:04:327","2518670307376440","  43.513","  99.000"," 2900","  20.050"," 910.637"," 252.955","  17.913"," 815.308"," 226.474","103","0","   0.670","  33.148","   9.208","  28.000","  850"
"14:28:04:430","2518670586491349","  43.617","  99.000"," 2900","  19.939"," 912.698"," 253.527","  17.822"," 817.150"," 226.986","104","0","   0.676","  33.218","   9.227","  28.000","  850"
"14:28:04:530","2518670856584052","  43.717","  99.000"," 2900","  19.943"," 914.693"," 254.081","  17.821"," 818.933"," 227.481","104","0","   0.664","  33.284","   9.246","  28.000","  850"
"14:28:04:626","2518671115241265","  43.813","  99.000"," 2900","  19.995"," 916.609"," 254.614","  17.861"," 820.644"," 227.957","104","0","   0.688","  33.350","   9.264","  28.000","  850"
"14:28:04:728","2518671389932719","  43.914","  98.000"," 2200","  16.610"," 918.299"," 255.083","  14.155"," 822.085"," 228.357"," 96","0","   1.092","  33.461","   9.295","  28.000","  850"
"14:28:04:830","2518671667364814","  44.017","  99.000"," 3000","  17.062"," 920.052"," 255.570","  14.927"," 823.618"," 228.783","103","0","   0.799","  33.544","   9.318","  28.000","  850"
"14:28:04:926","2518671924892437","  44.112","  99.000"," 3000","  21.946"," 922.145"," 256.151","  19.506"," 825.479"," 229.300","104","0","   0.996","  33.639","   9.344","  28.000","  850"
"14:28:05:030","2518672206538434","  44.217","  99.000"," 3000","  20.720"," 924.307"," 256.752","  18.560"," 827.415"," 229.838","104","0","   1.004","  33.743","   9.373","  28.000","  850"
"14:28:05:130","2518672476553281","  44.317","  99.000"," 3000","  20.638"," 926.371"," 257.325","  18.461"," 829.261"," 230.350","104","0","   0.901","  33.833","   9.398","  28.000","  850"
"14:28:05:228","2518672740143214","  44.414","  99.000"," 2900","  20.502"," 928.372"," 257.881","  18.322"," 831.050"," 230.847","105","0","   0.996","  33.931","   9.425","  28.000","  850"
"14:28:05:326","2518673004802599","  44.512","  99.000"," 3000","  20.311"," 930.363"," 258.434","  18.129"," 832.827"," 231.341","105","0","   0.953","  34.024","   9.451","  28.000","  850"
"14:28:05:425","2518673273447091","  44.612","  99.000"," 3000","  20.258"," 932.379"," 258.994","  18.100"," 834.628"," 231.841","105","0","   0.916","  34.115","   9.476","  28.000","  850"
"14:28:05:530","2518673556587334","  44.717","  99.000"," 2900","  20.354"," 934.514"," 259.587","  18.187"," 836.535"," 232.371","105","0","   0.937","  34.214","   9.504","  28.000","  850"
"14:28:05:626","2518673815227996","  44.813","  99.000"," 3000","  20.191"," 936.448"," 260.124","  18.046"," 838.264"," 232.851","105","0","   0.803","  34.290","   9.525","  28.000","  850"
